"X","Unnamed..0","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
23,"BMP4_BMPR1B_BMPR2","BMP4_BMPR1B_BMPR2","BMP","BMP4","BMPR1B_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","BMP4 - (BMPR1B+BMPR2)","False","BMP4","TGF-beta","Extracellular matrix, Secreted, Extracellular space","Disulfide bond, Differentiation, Secreted, Extracellular matrix, Growth factor, Cytokine, Glycoprotein, Disease variant, Microphthalmia, Signal, Developmental protein, Reference proteome, Phosphoprotein, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis","cytokine;growth factor","False","BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
24,"GDF5_BMPR1A_ACVR2A","GDF5_BMPR1A_ACVR2A","BMP","GDF5","BMPR1A_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF5 - (BMPR1A+ACVR2A)","False","GDF5","TGF-beta","Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","True","ACVR2A, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
25,"GDF5_BMPR1A_ACVR2B","GDF5_BMPR1A_ACVR2B","BMP","GDF5","BMPR1A_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF5 - (BMPR1A+ACVR2B)","False","GDF5","TGF-beta","Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","True","ACVR2B, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
26,"GDF5_BMPR1A_BMPR2","GDF5_BMPR1A_BMPR2","BMP","GDF5","BMPR1A_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF5 - (BMPR1A+BMPR2)","False","GDF5","TGF-beta","Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","True","BMPR2, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
27,"GDF5_BMPR1B_ACVR2A","GDF5_BMPR1B_ACVR2A","BMP","GDF5","BMPR1B_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF5 - (BMPR1B+ACVR2A)","False","GDF5","TGF-beta","Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","True","BMPR1B, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
28,"GDF5_BMPR1B_ACVR2B","GDF5_BMPR1B_ACVR2B","BMP","GDF5","BMPR1B_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF5 - (BMPR1B+ACVR2B)","False","GDF5","TGF-beta","Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","True","BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
29,"GDF5_BMPR1B_BMPR2","GDF5_BMPR1B_BMPR2","BMP","GDF5","BMPR1B_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF5 - (BMPR1B+BMPR2)","False","GDF5","TGF-beta","Secreted, Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Dwarfism, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","True","BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
30,"GDF6_BMPR1A_ACVR2A","GDF6_BMPR1A_ACVR2A","BMP","GDF6","BMPR1A_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF6 - (BMPR1A+ACVR2A)","False","GDF6","TGF-beta","Secreted","Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism","cytokine;growth factor","False","ACVR2A, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
31,"GDF6_BMPR1A_ACVR2B","GDF6_BMPR1A_ACVR2B","BMP","GDF6","BMPR1A_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF6 - (BMPR1A+ACVR2B)","False","GDF6","TGF-beta","Secreted","Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism","cytokine;growth factor","False","ACVR2B, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
32,"GDF6_BMPR1A_BMPR2","GDF6_BMPR1A_BMPR2","BMP","GDF6","BMPR1A_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF6 - (BMPR1A+BMPR2)","False","GDF6","TGF-beta","Secreted","Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism","cytokine;growth factor","False","BMPR2, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
33,"GDF6_BMPR1B_ACVR2A","GDF6_BMPR1B_ACVR2A","BMP","GDF6","BMPR1B_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF6 - (BMPR1B+ACVR2A)","False","GDF6","TGF-beta","Secreted","Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism","cytokine;growth factor","False","BMPR1B, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
34,"GDF6_BMPR1B_ACVR2B","GDF6_BMPR1B_ACVR2B","BMP","GDF6","BMPR1B_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF6 - (BMPR1B+ACVR2B)","False","GDF6","TGF-beta","Secreted","Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism","cytokine;growth factor","False","BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
35,"GDF6_BMPR1B_BMPR2","GDF6_BMPR1B_BMPR2","BMP","GDF6","BMPR1B_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF6 - (BMPR1B+BMPR2)","False","GDF6","TGF-beta","Secreted","Disulfide bond, Secreted, Growth factor, Deafness, Cytokine, Glycoprotein, Disease variant, Chromosomal rearrangement, Microphthalmia, Signal, Developmental protein, Reference proteome, Apoptosis, Cleavage on pair of basic residues, Non-syndromic deafness, Leber congenital amaurosis, Dwarfism","cytokine;growth factor","False","BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
36,"GDF7_BMPR1A_ACVR2A","GDF7_BMPR1A_ACVR2A","BMP","GDF7","BMPR1A_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF7 - (BMPR1A+ACVR2A)","False","GDF7","TGF-beta","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein","cytokine;growth factor","False","ACVR2A, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
37,"GDF7_BMPR1A_ACVR2B","GDF7_BMPR1A_ACVR2B","BMP","GDF7","BMPR1A_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF7 - (BMPR1A+ACVR2B)","False","GDF7","TGF-beta","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein","cytokine;growth factor","False","ACVR2B, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
38,"GDF7_BMPR1A_BMPR2","GDF7_BMPR1A_BMPR2","BMP","GDF7","BMPR1A_BMPR2","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF7 - (BMPR1A+BMPR2)","False","GDF7","TGF-beta","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein","cytokine;growth factor","False","BMPR2, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
39,"GDF7_BMPR1B_ACVR2A","GDF7_BMPR1B_ACVR2A","BMP","GDF7","BMPR1B_ACVR2A","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF7 - (BMPR1B+ACVR2A)","False","GDF7","TGF-beta","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein","cytokine;growth factor","False","BMPR1B, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
40,"GDF7_BMPR1B_ACVR2B","GDF7_BMPR1B_ACVR2B","BMP","GDF7","BMPR1B_ACVR2B","","BMP antagonist","","BMP inhibition receptor","KEGG: hsa04350; PMID:26893264","Secreted Signaling","GDF7 - (BMPR1B+ACVR2B)","False","GDF7","TGF-beta","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein","cytokine;growth factor","False","BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","True","CellChatDB v1"
